s_fcode,audityr,ftyname1,ftyname2,ftylocalname,ftyaddr,products,employees,ordersince,ftyaddrlow,ftynamelow1,ftynamelow2,province,prefecture,county,streetnumbers,temp2_streetname,indzone,township,basiclvl,streetnames,name1,name2,,,,,
WENYAW,2009,"WENZHOU YAWANGDA LUGGAGE&CASE CO.,LTD.","WENZHOU YAWANGDA LUGGAGE&CASE CO.,LTD.",NA,"NO53,JULONG ROAD,WENZHOU, , ,",NA,NA,2010-08-08,"no53,julong road,wenzhou, , ,","wenzhou yawangda luggage&case co.,ltd.","wenzhou yawangda luggage&case co.,ltd.",NA,wenzhou,NA,53,julong ,NA,NA,NA,julong ,wenzhou yawangda luggagecase , yawangda luggagecase ,,,,,
WENYUL,2009,"WENZHOU YULONG SHOES CO.,LTD","WENZHOU YULONG SHOES CO.,LTD",NA,"No 58, Qianjiang Road, Economy development zone, , ,",NA,NA,2/13/09,"no 58, qianjiang road, economy development zone, , ,","wenzhou yulong shoes co.,ltd","wenzhou yulong shoes co.,ltd",NA,wenzhou,NA,58,qianjiang ,NA,NA,NA,qianjiang ,wenzhou yulong shoes , yulong  ,,,,,
WEPLCO,2009,"WELONG  PLASTIC  PRODUCTS CO., LTD",NA,NA,NA,NA,NA,NA,NA,"welong  plastic  products co., ltd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,welong  plastic    ,welong      ,,,,,
WESHPE,2009,"WENZHOU SHENGFENG PEN INDUSTRY CO.,LTD","WENZHOU SHENGFENG PEN INDUSTRY CO.,LTD",NA,"NO.22, EAST DISTRICT, ECO.&TECH.DEVELOPMENT ZONE., , ,",NA,NA,5/29/08,"no.22, east district, eco.&tech.development zone., , ,","wenzhou shengfeng pen industry co.,ltd","wenzhou shengfeng pen industry co.,ltd",NA,wenzhou,NA,22,NA,NA,NA,NA,NA,wenzhou shengfeng pen  , shengfeng pen  ,,,,,
WESHPL,2009,WEI SHENG PLASTIC FACTORY,WEI SHENG PLASTIC FACTORY,-,"GOUNEI INDUSTRIAL AREA, LIANXIA TOWN, CHENGHAI AREA,",NA,NA,4/20/09,"gounei industrial area, lianxia town, chenghai area,",wei sheng plastic factory,wei sheng plastic factory,NA,NA,chenghai,NA,NA,gounei ,lianxia ,NA,NA,wei sheng plastic ,wei sheng  ,,,,,
WESHYI,2009,"WENZHOU SHI YI QI SHOES CO., LTD",NA,NA,NA,NA,NA,NA,NA,"wenzhou shi yi qi shoes co., ltd",NA,NA,wenzhou,NA,NA,NA,NA,NA,NA,NA,wenzhou shi yi qi shoes  , shi yi qi   ,,,,,
WESUOP,2009,"WENZHOU SUNSHINE OPTICS CO.,LTD","WENZHOU SUNSHINE OPTICS CO.,LTD",NA,"Jujiang East Road 5-8, Yangfushan Street, WENZHOU CITY,ZHEJIANG PROVINCE, ,",NA,NA,2003-04-09,"jujiang east road 5-8, yangfushan street, wenzhou city,zhejiang province, ,","wenzhou sunshine optics co.,ltd","wenzhou sunshine optics co.,ltd",zhejiang,wenzhou,NA,"c(""5"", ""8"")","c(""jujiang east "", ""yangfushan "")",NA,NA,NA,"c(""jujiang east "", ""yangfushan "")",wenzhou sunshine optics , sunshine optics ,,,,,
WETACO,2009,"WENZHOU TAIMA SHOES CO., LTD","WENZHOU TAIMA SHOES CO., LTD",NA,"NO.35 YANFAN RD, YANJIANG INDUSTRIAL DISTRICT, CHINA SHOES CAPITAL, WENZHOU, ZHEJIANG.CHINA",NA,NA,2009-03-09,"no.35 yanfan rd, yanjiang industrial district, china shoes capital, wenzhou, zhejiang.china","wenzhou taima shoes co., ltd","wenzhou taima shoes co., ltd",zhejiang,wenzhou,NA,35,yanfan ,yanjiang ,NA,NA,yanfan ,wenzhou taima shoes  , taima   ,,,,,
WETASH,2009,"WENZHOU TAIYANGSHEN SHOES CO., LTD","WENZHOU TAIYANGSHEN SHOES CO., LTD",NA,"NO.8 THE 2ND PART OF CHINA SHOES, CAPITAL,WENZHOU, ZHEJIANG,",NA,NA,8/31/09,"no.8 the 2nd part of china shoes, capital,wenzhou, zhejiang,","wenzhou taiyangshen shoes co., ltd","wenzhou taiyangshen shoes co., ltd",zhejiang,wenzhou,NA,"c(""8"", ""2"")",NA,NA,NA,NA,NA,wenzhou taiyangshen shoes  , taiyangshen   ,,,,,
WETIPE,2009,"WENZHOU TIANHAO PEN INDUSTRIAL CO., LTD","WENZHOU TIANHAO PEN INDUSTRIAL CO., LTD",NA,"ECONOMIC & TECHNIAL DEVELOPMENT ZONE, , ,",NA,NA,3/17/09,"economic & technial development zone, , ,","wenzhou tianhao pen industrial co., ltd","wenzhou tianhao pen industrial co., ltd",NA,wenzhou,NA,NA,NA,NA,NA,NA,NA,wenzhou tianhao pen   , tianhao pen   ,,,,,
WETRPL,2009,WELL TREASURE PLASTIC PRODUCTS FACTORY,WELL TREASURE PLASTIC PRODUCTS FACTORY,-,"NO. 2, ZHU WU ROAD, TIAN XIN VILLAGE, TANG XIA TOWN, DONGGUAN CITY, GUANGDONG PROVINCE,",NA,NA,2005-08-07,"no. 2, zhu wu road, tian xin village, tang xia town, dongguan city, guangdong province,",well treasure plastic products factory,well treasure plastic products factory,guangdong,dongguan,dongguan,2,zhu wu ,NA,tang xia ,tian xin ,zhu wu ,well treasure plastic  ,well treasure   ,,,,,
WEYCH1,2009,"CHAOZHOU WEIGAO CERAMIC CRAFT CO., LTD","CHAOZHOU WEIGAO CERAMIC CRAFT CO., LTD",-,"TIEPU INDUSTRY ZONE, TIEPU COUNTRY, CHAOZHOU CITY, GUANGDONG PROVINCE, ,",NA,NA,7/12/00,"tiepu industry zone, tiepu country, chaozhou city, guangdong province, ,","chaozhou weigao ceramic craft co., ltd","chaozhou weigao ceramic craft co., ltd",guangdong,chaozhou,NA,NA,NA,NA,NA,NA,NA,chaozhou weigao ceramic craft  , weigao    ,,,,,
WIARIN,2009,"WINDA ARTS INDUSTRY CO.,LTD","WINDA ARTS INDUSTRY CO.,LTD",-,"DONGCHEN SCI-TECH INDUSTRIAL AREA, TONGSHA, ,",NA,NA,8/27/09,"dongchen sci-tech industrial area, tongsha, ,","winda arts industry co.,ltd","winda arts industry co.,ltd",NA,NA,NA,NA,NA,tech ,NA,NA,NA,winda arts  ,winda   ,,,,,
WICHLE,2009,WING CHIT LEATHERWARE FACTORY,NA,NA,NA,NA,NA,NA,NA,wing chit leatherware factory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wing chit leatherware ,wing chit  ,,,,,
WIINDL,2009,WINFORUM INDUSTRIAL LTD.,NA,NA,NA,"Artifical flowers, trees, etc.",127,NA,NA,winforum industrial ltd.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,winforum  ,winforum  ,,,,,
WIININ,2009,"WILSON INTERNATIONAL IND' CO., LTD.",WILSON INTERNATIONAL IND. CO LTD,NA,"2ND ZAO VILLAGE, WENTANG INDUSTRIAL ZONE, DONGCHENG DISTRICT, DONGGUAN CITY, GUANGDONG PROVINCE,",NA,NA,2010-02-03,"2nd zao village, wentang industrial zone, dongcheng district, dongguan city, guangdong province,","wilson international ind' co., ltd.",wilson international ind. co ltd,guangdong,dongguan,dongguan,2,NA,wentang ,NA,nd zao ,NA,wilson    ,wilson    ,,,,,
WIKAKN,2009,WING KA SHING KNITWEAR CO. LIMITED OF DONGGUAN,WING KA SHING KNITWEAR CO. LIMITED OF DONGGUAN,NA,"SHIGU, NANCHENG DISTRICT, , ,",NA,NA,3/30/06,"shigu, nancheng district, , ,",wing ka shing knitwear co. limited of dongguan,wing ka shing knitwear co. limited of dongguan,NA,dongguan,dongguan,NA,NA,NA,NA,NA,NA,wing ka shing knitwear   of dongguan,wing ka shing     ,,,,,
WIKNLT,2009,ZHONGSHAN WINFORD KNITWEAR LIMITED,ZHONGSHAN WINFORD KNITWEAR LIMITED,NA,"NANLANG INDUSTRIAL ZONE, NANLANG TOWN, , ,",NA,NA,2004-04-03,"nanlang industrial zone, nanlang town, , ,",zhongshan winford knitwear limited,zhongshan winford knitwear limited,NA,zhongshan,zhongshan,NA,NA,nanlang ,nanlang ,NA,NA,zhongshan winford knitwear , winford  ,,,,,
WILDFR,2009,"YVONETEX CO., LTD.","YVONETEX CO., LTD.",-,"CHEN JIANG RD, CHEN JIANG TOWN, ,",NA,NA,2006-01-05,"chen jiang rd, chen jiang town, ,","yvonetex co., ltd.","yvonetex co., ltd.",NA,NA,NA,NA,chen jiang ,NA,chen jiang ,NA,chen jiang ,yvonetex  ,yvonetex  ,,,,,
WIMECR,2009,"WINKUAN METALS TECHNOLOGY CO., LTD.","WINKUAN METALS TECHNOLOGY CO., LTD.",NA,"No.3 of Jizhi South Road, Shu’an Industrial Zone, Shutian, Humen Town, Dongguan City, Guangdong Province,",NA,NA,2005-04-06,"no.3 of jizhi south road, shu’an industrial zone, shutian, humen town, dongguan city, guangdong province,","winkuan metals technology co., ltd.","winkuan metals technology co., ltd.",guangdong,dongguan,dongguan,3,of jizhi south ,an ,humen ,NA,jizhi south ,winkuan metals technology  ,winkuan metals   ,,,,,
WINCOI,2009,WINCO INDUSTRY LTD.,WINCO INDUSTRY LTD.,NA,"DAGUANG INDUSTRIAL AREA, ZHENLONG TOWN, HUIYANG CITY, GUANGDONG PROVINCE,",NA,NA,2007-06-05,"daguang industrial area, zhenlong town, huiyang city, guangdong province,",winco industry ltd.,winco industry ltd.,guangdong,NA,huiyang,NA,NA,daguang ,zhenlong ,NA,NA,winco  ,winco  ,,,,,
WINFEN,2009,WING FENG KNITTING FACTORY,WING FENG HUNG YIP KNITTING LIMITED,NA,"JIANG XIA VILLAGE, CHANG PING TOWN, DONGGUAN, GUANGDONG, ,",NA,NA,7/17/03,"jiang xia village, chang ping town, dongguan, guangdong, ,",wing feng knitting factory,wing feng hung yip knitting limited,guangdong,dongguan,dongguan,NA,NA,NA,chang ping ,jiang xia ,NA,wing feng knitting ,wing feng  ,,,,,
WINGIF,2009,"WINGO GIFT & CRAFTS(SHENZHEN) CO., LTD.","WINGO GIFT & CRAFTS(SHENZHEN) CO., LTD.",NA,"TAI MERCHANT INDUSTRIAL TOWNSHIP, JINNIU RD, PINGSHAN TOWN, LONGGANG AREA,",NA,NA,6/25/07,"tai merchant industrial township, jinniu rd, pingshan town, longgang area,","wingo gift & crafts(shenzhen) co., ltd.","wingo gift & crafts(shenzhen) co., ltd.",NA,shenzhen,pingshan,NA,jinniu ,tai merchant ,"c(""tai merchant industrial "", ""pingshan "")",NA,jinniu ,wingo gift  crafts  ,wingo     ,,,,,
WINLUG,2009,WINNER LUGGAGE FACTORY,WINNER LUGGAGE FACTORY,-,"DI CHONG IND AREA, GAO BU TOWN, DONGGUAN CITY, GUANGDONG PROVINCE, ,",NA,NA,2003-05-03,"di chong ind area, gao bu town, dongguan city, guangdong province, ,",winner luggage factory,winner luggage factory,guangdong,dongguan,dongguan,NA,NA,NA,gao bu ,NA,NA,winner luggage ,winner  ,,,,,
WINLUX,2009,"WINLUX ENTERPRISE CO., LTD","WINLUX ENTERPRISE CO., LTD",-,"LI SHI INDUSTRAL ZONE, HUANGJIANG TOWN, , ,",NA,NA,12/8/00,"li shi industral zone, huangjiang town, , ,","winlux enterprise co., ltd","winlux enterprise co., ltd",NA,NA,NA,NA,NA,NA,huangjiang ,NA,NA,winlux   ,winlux   ,,,,,
WINMEI,2009,WING SHUN MEI MFG FTY,WING SHUN MEI MFG FTY,-,"TANG KOU VILLAGE,XINFENG, XINXU TOWN, HUIYANG, ,",NA,NA,2/13/04,"tang kou village,xinfeng, xinxu town, huiyang, ,",wing shun mei mfg fty,wing shun mei mfg fty,NA,NA,huiyang,NA,NA,NA,xinxu ,tang kou ,NA,wing shun mei  ,wing shun mei  ,,,,,
WINNIN,2009,"DONGGUAN SOUTH SUN NEOPRENE RUBBER PRODUCTS CO., LTD.","DONGGUAN SOUTH SUN NEOPRENE RUBBER PRODUCTS CO., LTD.",-,"CHUANG TANG INDUSTRIAL ZONE, LIAOBU, ,",NA,NA,2002-08-01,"chuang tang industrial zone, liaobu, ,","dongguan south sun neoprene rubber products co., ltd.","dongguan south sun neoprene rubber products co., ltd.",NA,dongguan,dongguan,NA,NA,chuang tang ,NA,NA,NA,dongguan south sun neoprene rubber   , south sun neoprene    ,,,,,
WINSHE,2009,WINTY INDUSTRIES CORPORATION (SHENZHEN) CO LTD.,WINTY INDUSTRIES CORPORATION (SHENZHEN) CO LTD.,NA,"SAN LIAN INDUSTRY ZONE, SHI YAN TOWN, BAO AN, DISTRICT, SHENZHEN, CHINA",Seasonal / Christmas / Party Toys,1200,3/29/04,"san lian industry zone, shi yan town, bao an, district, shenzhen, china",winty industries corporation (shenzhen) co ltd.,winty industries corporation (shenzhen) co ltd.,NA,shenzhen,bao an,NA,NA,NA,shi yan ,NA,NA,winty industries    ,winty industries    ,,,,,
WIRHAR,2009,"WIREKING HARDWARE & HOUSEWARE CO., LTD.","GUANGDONG WIREKING HOUSEWARES & HARDWARE CO., LTD",-,"NO. 38 YANG DA ROAD, LUNJUAO TOWN, SHUNDE, FOSHAN CITY, GUANGDONG PROVINCE.,",NA,NA,10/22/04,"no. 38 yang da road, lunjuao town, shunde, foshan city, guangdong province.,","wireking hardware & houseware co., ltd.","guangdong wireking housewares & hardware co., ltd",guangdong,foshan,shunde,38,yang da ,NA,lunjuao ,NA,yang da ,wireking hardware  houseware  ,wireking     ,,,,,
WIRHAR,2009,"GUANGDONG WIREKING HOUSEWARES & HARDWARE CO., LTD","GUANGDONG WIREKING HOUSEWARES & HARDWARE CO., LTD",-,"NO. 38 YANG DA ROAD, LUNJUAO TOWN, SHUNDE, FOSHAN CITY, GUANGDONG PROVINCE.,",NA,NA,10/22/04,"no. 38 yang da road, lunjuao town, shunde, foshan city, guangdong province.,","guangdong wireking housewares & hardware co., ltd","guangdong wireking housewares & hardware co., ltd",guangdong,foshan,shunde,38,yang da ,NA,lunjuao ,NA,yang da ,guangdong wireking housewares  hardware  , wireking     ,,,,,
WISKNI,2009,WISFIELD KNITTING FACTORY,WISFIELD KNITTING FACTORY LTD.,NA,"XIA KENG INDUSTRIAL ZONE, XIA KENG, CHANG PING TOWN, ,",NA,NA,2001-11-08,"xia keng industrial zone, xia keng, chang ping town, ,",wisfield knitting factory,wisfield knitting factory ltd.,NA,NA,NA,NA,NA,xia keng ,chang ping ,NA,NA,wisfield knitting ,wisfield  ,,,,,
WISPLA,2009,WISERIGHT PLASTIC & DIECAST FACTORY,NA,NA,NA,NA,NA,NA,NA,wiseright plastic & diecast factory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wiseright plastic  diecast ,wiseright   diecast ,,,,,
WMGARM,2009,WELLMING GARMENT FACTORY LTD,WELLMING GARMENT FACTORY LTD,NA,"NO.1 HUAXING RD , HUAXING INDUSTRIAL, XINHUA STREET,HUADU DISTRICT, GUANGZHOU,GUANGDONG, CHINA",NA,NA,2004-08-08,"no.1 huaxing rd , huaxing industrial, xinhua street,huadu district, guangzhou,guangdong, china",wellming garment factory ltd,wellming garment factory ltd,guangdong,guangzhou,huadu,1,"c(""huaxing "", ""xinhua "")",huaxing ,NA,NA,"c(""huaxing "", ""xinhua "")",wellming garment  ,wellming   ,,,,,
WOLHOM,2009,"WOLONG HOME DECORATION CO., LTD.XIANJU ZHEJIANG","WOLONG HOME DECORATION CO., LTD.XIANJU ZHEJIANG",NA,"XIAGUO VILLAGE INDUSTRIAL SQUARE, CHENGGUAN, XIANJU, ZHEJIANG, CHINA, ,",Braided rugs,77,11/24/08,"xiaguo village industrial square, chengguan, xianju, zhejiang, china, ,","wolong home decoration co., ltd.xianju zhejiang","wolong home decoration co., ltd.xianju zhejiang",zhejiang,NA,xianju,NA,NA,xiaguo village ,NA,xiaguo ,NA,wolong home decoration  xianju zhejiang,wolong    xianju ,,,,,
WONFLO,2009,"WONDERFUL ARTIFICIAL FLOWER CO., LTD.",NA,NA,NA,"Artifical Barries, flowers, fruits",31,NA,NA,"wonderful artificial flower co., ltd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wonderful artificial flower  ,wonderful    ,,,,,
WOODES,2009,"WOODEN DESIGN CO.,LTD","WOODEN DESIGN CO.,LTD",-,"KINGFU INDUSTRY AREN, SHI BU VILLAGE, LIAO BU TOWN, ,",NA,NA,2012-02-08,"kingfu industry aren, shi bu village, liao bu town, ,","wooden design co.,ltd","wooden design co.,ltd",NA,NA,NA,NA,NA,NA,liao bu ,shi bu ,NA,wooden design ,  ,,,,,
WOOHOU,2009,"WOODSUN HOUSEWARES CO.,LTD","YANGDONG WOODSUN HOUSEWARES CO., LTD",-,"DAWANG INDUSTRIAL PARK, HESHAN TOWN,YANGDONG COUNTY, ,",NA,NA,4/29/08,"dawang industrial park, heshan town,yangdong county, ,","woodsun housewares co.,ltd","yangdong woodsun housewares co., ltd",NA,NA,yangdong,NA,NA,dawang ,heshan ,NA,NA,woodsun housewares ,woodsun  ,,,,,
WOOPAR,2009,"WOODEN PARK INDUSTRIES CO., LTD.","WOODEN PARK INDUSTRIES CO., LTD.",-,"JINGLONG INDUSTRY, JINGLONG VILLAGE, ZHENLONG TOWN,HUIYANG DISTRICT, ,",NA,NA,12/4/00,"jinglong industry, jinglong village, zhenlong town,huiyang district, ,","wooden park industries co., ltd.","wooden park industries co., ltd.",NA,NA,huiyang,NA,NA,NA,zhenlong ,jinglong ,NA,wooden park industries  , park industries  ,,,,,
WORGIF,2009,"WORLD (SHENYANG) GIFT.CO.,LTD.","WORLD (SHENYANG) GIFT.CO.,LTD.EXPORT PROCESSING BASE",沃尔德(沈阳)礼品有限公司,"SHANGMU, MANTANG, DONGLING DISTRICT, SHENYANG, LIAONING,",NA,NA,9/21/06,"shangmu, mantang, dongling district, shenyang, liaoning,","world (shenyang) gift.co.,ltd.","world (shenyang) gift.co.,ltd.export processing base",liaoning,shenyang,NA,NA,NA,NA,NA,NA,NA,world  gift,world  ,,,,,
WORLGA,2009,WORLDLONG GARMENT FACTORY,WORLDLONG GARMENT FACTORY,NA,"SHIPAI HUIFENG SCIENCE AND TECHNOLOGY IND. PARK, SHIGANG ROAD, ,",NA,NA,2/22/08,"shipai huifeng science and technology ind. park, shigang road, ,",worldlong garment factory,worldlong garment factory,NA,NA,NA,NA,shigang ,NA,NA,NA,shigang ,worldlong garment ,worldlong  ,,,,,
WORMAT,2009,"WORLD PLASTIC MAT (BAOAN) CO., LTD","WORLD PLASTIC MAT (BAOAN) CO., LTD",-,"BLOCK 16-17, BAO SHAN PROCESSING INDUSTRIAL, DISTRICT, PING SHAN, LONG GANG, SHENZHEN CITY, GUANGDONG PROVINCE,",NA,NA,8/16/04,"block 16-17, bao shan processing industrial, district, ping shan, long gang, shenzhen city, guangdong province,","world plastic mat (baoan) co., ltd","world plastic mat (baoan) co., ltd",guangdong,shenzhen,baoan,"c(""16"", ""17"")",NA,bao shan processing ,NA,NA,NA,world plastic mat   ,world  mat   ,,,,,
WORSHO,2009,WORLD GLOBE SHOES CORP.,WORLD GLOBE SHOES CORP.,NA,"WEISHU ROAD, NO.3, CHENWU, INDUSTRIAL AREA DISTRICT HOUJIE, TOWN,",NA,NA,9/19/08,"weishu road, no.3, chenwu, industrial area district houjie, town,",world globe shoes corp.,world globe shoes corp.,NA,NA,NA,3,weishu ,NA,NA,NA,weishu ,world globe shoes ,world globe  ,,,,,
WRDELC,2009,"WORLD ELECTRONIC (SHEN ZHEN ) CO., LTD.","WORLD ELECTRONIC (SHEN ZHEN ) CO., LTD.",華得電子(深圳) 有限公司,"4F, NO. 2, NO.160,LONGPING WEST RD, CENTRAL TOWN, LONGGANG DISTRICT, ,",NA,NA,6/21/01,"4f, no. 2, no.160,longping west rd, central town, longgang district, ,","world electronic (shen zhen ) co., ltd.","world electronic (shen zhen ) co., ltd.",NA,shen zhen,NA,"c(""4"", ""2"", ""160"")",longping west ,NA,central ,NA,longping west ,world electronic   ,world    ,,,,,
WUHRUJ,2009,"WUHU RUIWENJI GARMENTS CO., LTD","WUHU RUIWENJI GARMENTS CO., LTD",NA,"FANCHANG COUNTY INDUSTRY ZONE, , ,",NA,NA,2012-12-08,"fanchang county industry zone, , ,","wuhu ruiwenji garments co., ltd","wuhu ruiwenji garments co., ltd",NA,wuhu,wuhu,NA,NA,NA,NA,NA,NA,wuhu ruiwenji garments  , ruiwenji   ,,,,,
WUIPRO,2009,WUI YING LEATHER PRODUCTS,WUI YING LEATHER PRODUCTS,-,"HUAI DE YAYAO DISTRICT, HU MEN TOWN, DONGGUAN CITY, GUANGDONG PROVINCE, ,",NA,NA,4/17/09,"huai de yayao district, hu men town, dongguan city, guangdong province, ,",wui ying leather products,wui ying leather products,guangdong,dongguan,dongguan,NA,NA,NA,hu men ,NA,NA,wui ying leather ,wui ying  ,,,,,
WUJBAI,2009,"WUJIANG BAILU DYEING & WEAVING CO.,LTD","WUJIANG BAILU DYEING & WEAVING CO.,LTD",NA,"SOUTH ECONOMY EMPOLDER 318 NATIONAL, HIGHWAY ZHENZE WUJIANG, ,",NA,NA,8/14/09,"south economy empolder 318 national, highway zhenze wujiang, ,","wujiang bailu dyeing & weaving co.,ltd","wujiang bailu dyeing & weaving co.,ltd",NA,NA,wujiang,318,NA,NA,NA,NA,NA,wujiang bailu dyeing  weaving , bailu    ,,,,,
WUJCHA,2009,WUJIANG CHAMPION ALPHA GARMENTS CO. LTD,WUJIANG CHAMPION ALPHA GARMENTS CO. LTD,NA,"NO.96, YUANXIN ROAD, TAO YUAN TOWN, WUJIANG CITY, , ,",NA,141,1/15/04,"no.96, yuanxin road, tao yuan town, wujiang city, , ,",wujiang champion alpha garments co. ltd,wujiang champion alpha garments co. ltd,NA,NA,wujiang,96,yuanxin ,NA,tao yuan ,NA,yuanxin ,wujiang champion alpha garments  , champion alpha   ,,,,,
WUJLIN,2009,"WUJIANG LINGYAN GARMENT CO., LTD.","WUJIANG LINGYUE GARMENT CO.,LTD",NA,"EAST OF BUS STATION, ZHENGZE TOWN, WUJIANG CITY JIANGSU,",NA,NA,10/31/07,"east of bus station, zhengze town, wujiang city jiangsu,","wujiang lingyan garment co., ltd.","wujiang lingyue garment co.,ltd",jiangsu,NA,wujiang,NA,NA,NA,zhengze ,NA,NA,wujiang lingyan garment  , lingyan   ,,,,,
WUJMAS,2009,WUJIANG MASTART FASHIONS CO. LTD. (CHINA - S2),WUJIANG MASTART FASHIONS CO. LTD. (CHINA - S2),NA,"408TAOHUAYUAN ROAD, TAOYUAN, ,",NA,NA,2002-01-08,"408taohuayuan road, taoyuan, ,",wujiang mastart fashions co. ltd. (china - s2),wujiang mastart fashions co. ltd. (china - s2),NA,NA,NA,408,taohuayuan ,NA,NA,NA,taohuayuan ,wujiang mastart fashions   ,wujiang mastart    ,,,,,
WUJXIU,2009,WUJIANG JINXIUYUAN XIUPIN CHANG,WUJIANG JINXIUYUAN XIUPIN CHANG,NA,"NANXIAO DEVELOPMENT ZONE., SHENGZE TOWN. WUJIANG CITY, ,",NA,NA,2008-08-08,"nanxiao development zone., shengze town. wujiang city, ,",wujiang jinxiuyuan xiupin chang,wujiang jinxiuyuan xiupin chang,NA,NA,wujiang,NA,NA,NA,shengze ,NA,NA,wujiang jinxiuyuan xiupin chang, jinxiuyuan xiupin chang,,,,,
WULIJI,2009,"WU LIAN JIN LIANG ARTS&CRAFTS CO.,LTD","WU LIAN JIN LIANG ARTS&CRAFTS CO.,LTD",NA,"No.11, Limin Road, Wulian County, Rizhao City, Shandong Province, China, ,",NA,NA,9/14/09,"no.11, limin road, wulian county, rizhao city, shandong province, china, ,","wu lian jin liang arts&crafts co.,ltd","wu lian jin liang arts&crafts co.,ltd",shandong,rizhao,wu lian,11,limin ,NA,NA,NA,limin ,wu lian jin liang artscrafts , jin liang  ,,,,,
WUROPA,2009,WUXI RONGXIN PACKING FACTORY,WUXI RONGXIN PACKING FACTORY,NA,"No. 258, Xi'gang Rd. Wuxi, Jiangsu, China, , ,",NA,NA,7/18/09,"no. 258, xi'gang rd. wuxi, jiangsu, china, , ,",wuxi rongxin packing factory,wuxi rongxin packing factory,jiangsu,wuxi,NA,258,gang ,NA,NA,NA,gang ,wuxi rongxin packing , rongxin  ,,,,,
WUSUCL,2009,"WUXI SUFU CLOTHING CO., LTD","WUXI SUFU CLOTHING CO., LTD",NA,"No.3+4 Floor, Foreign Trade Building, Hongdou Industrial Park, Xisha Road, Donggang Town, Xishan,",NA,NA,7/15/09,"no.3+4 floor, foreign trade building, hongdou industrial park, xisha road, donggang town, xishan,","wuxi sufu clothing co., ltd","wuxi sufu clothing co., ltd",NA,wuxi,xishan,"c(""3"", ""4"")",xisha ,hongdou ,donggang ,NA,xisha ,wuxi sufu clothing  , sufu   ,,,,,
WUTITE,2009,"WUXI TIANXIU TEXTILE CO., LTD",NA,NA,NA,NA,NA,NA,NA,"wuxi tianxiu textile co., ltd",NA,NA,wuxi,NA,NA,NA,NA,NA,NA,NA,wuxi tianxiu textile  , tianxiu   ,,,,,
WUXCHU,2009,"WUXI CHUANG MEI FASHION KNITTING CO.,LTD.","WUXI CHUANG MEI FASHION KNITTING CO.,LTD.",NA,"YANGJIAN INDUSTRIAL AREA, XISHAN DISTRICT, ,",NA,NA,2/13/06,"yangjian industrial area, xishan district, ,","wuxi chuang mei fashion knitting co.,ltd.","wuxi chuang mei fashion knitting co.,ltd.",NA,wuxi,xishan,NA,NA,yangjian ,NA,NA,NA,wuxi chuang mei fashion knitting , chuang mei   ,,,,,
WUXDRA,2009,"WUXI DRAGON BALLOON CO.,LTD","WUXI DRAGON BALLOON CO.,LTD",NA,"NO.8 JINGFA NO.6 ROAD,SHUOFANG NEW DISTRICT, , ,",NA,NA,2001-08-09,"no.8 jingfa no.6 road,shuofang new district, , ,","wuxi dragon balloon co.,ltd","wuxi dragon balloon co.,ltd",NA,wuxi,NA,"c(""8"", ""6"")",NA,NA,NA,NA,NA,wuxi dragon balloon , dragon balloon ,,,,,
WUXFUN,2009,"WUXI FUN GIFTS MANUFACTURING CO., LTD",NA,NA,NA,NA,NA,NA,NA,"wuxi fun gifts manufacturing co., ltd",NA,NA,wuxi,NA,NA,NA,NA,NA,NA,NA,wuxi fun gifts   , fun    ,,,,,
WUXGRO,2009,"WUXI GUANGMING (GROUP) CO., LTD.","WUXI GUANGMING (GROUP) CO., LTD.",NA,"148 EAST YUNHE ROAD, WUXI, ,",NA,NA,3/17/09,"148 east yunhe road, wuxi, ,","wuxi guangming (group) co., ltd.","wuxi guangming (group) co., ltd.",NA,wuxi,NA,148,east yunhe ,NA,NA,NA,east yunhe ,wuxi guangming   , guangming   ,,,,,
WUXHEN,2009,"WUXI HENGLI KNITTING CO., LTD","WUXI HENGLI KNITTING CO., LTD",NA,"INDUSTRIAL PARK OF YANGJIAN TOWN, XISHAN DISTRICT, , ,",Knitting hat / hose / scarf,296,5/19/05,"industrial park of yangjian town, xishan district, , ,","wuxi hengli knitting co., ltd","wuxi hengli knitting co., ltd",NA,wuxi,xishan,NA,NA,NA,industrial park of yangjian ,NA,NA,wuxi hengli knitting  , hengli   ,,,,,
WUXIMA,2009,"WUXI IMAGINE HOME TEXTILE CO.,LTD","WUXI IMAGINE HOME TEXTILE CO.,LTD",-,"Shuofang Industry Zone, , ,",NA,NA,2010-05-07,"shuofang industry zone, , ,","wuxi imagine home textile co.,ltd","wuxi imagine home textile co.,ltd",NA,wuxi,NA,NA,NA,NA,NA,NA,NA,wuxi imagine home textile , imagine   ,,,,,
