s_fcode,audityr,ftyname1,ftyname2,ftylocalname,ftyaddr,products,employees,ordersince,ftyaddrlow,ftynamelow1,ftynamelow2,province,prefecture,county,streetnumbers,indzone,township,basiclvl,streetnames,name1,name2,matched_names,matched_addr,matched_countycode,Match Accuracy,Notes
FUCHXI,2009,"FUJIAN CHENG XIANG FURNITURE CO.,LTD.","FUJIAN CHENG XIANG FURNITURE CO.,LTD.",-,"JIANGYIN INDUSTRY PARK, FUQING, ,",NA,NA,7/23/09,"jiangyin industry park, fuqing, ,","fujian cheng xiang furniture co.,ltd.","fujian cheng xiang furniture co.,ltd.",fujian,fuzhou,fuqing,NA,NA,NA,NA,NA,fujian cheng xiang furniture,chengxiang,福建丞翔家具有限公司,江阴工业,3.5e+11,T,
FUDEJI,2009,"FUJIAN DEHUA JINGHUA CERAMICS CO.,LTD","FUJIAN DEHUA JINGHUA CERAMICS CO.,LTD",NA,"SCI-TECH CERAMICS DISTRICT, DEHUA, ,",Ceramics,47,2004-03-08,"sci-tech ceramics district, dehua, ,","fujian dehua jinghua ceramics co.,ltd","fujian dehua jinghua ceramics co.,ltd",fujian,quanzhou,dehua,NA,NA,NA,NA,NA,fujian dehua jinghua ceramics,jinghua,福建省德化县精华陶瓷有限公司,丁乾村民营科技园,3.51e+11,T,
FUJQIL,2009,"FUJIAN DEHUA QILI ARTS CO., LTD.","FUJIAN DEHUA QILI ARTS CO., LTD.",NA,"DONGHUAN ROAD,LONGXUN TOWN, DEHUA COUNTY,QUANZHOU CITY,FUJIAN, ,",NA,NA,2006-12-09,"donghuan road,longxun town, dehua county,quanzhou city,fujian, ,","fujian dehua qili arts co., ltd.","fujian dehua qili arts co., ltd.",fujian,quanzhou,dehua,NA,NA,longxun,NA,donghuan,fujian dehua qili arts,qili,福建省德化县奇丽工艺有限公司,宝美东环路,3.51e+11,T,
FUJXIE,2009,"FUJIAN DEHUA XIEHONG CERAMICS CO., LTD.","FUJIAN DEHUA XIEHONG CERAMICS CO., LTD.",-,"LONGTAI ECONOMIC DEVELOPMENT ZONE, DEHUA, QUANZHOU, ,",NA,NA,2011-04-03,"longtai economic development zone, dehua, quanzhou, ,","fujian dehua xiehong ceramics co., ltd.","fujian dehua xiehong ceramics co., ltd.",fujian,quanzhou,dehua,NA,NA,NA,NA,NA,fujian dehua xiehong ceramics,xiehong,福建省德化县协鸿陶瓷有限公司,NA,3.51e+11,L,
FUZFUX,2009,FUZHOU FUXIN ARTS & CRAFTS CO LTD,FUZHOU FUXIN ARTS & CRAFTS CO LTD,-,"TANKO INDUSTRIAL CENTER, MINQING COUNTRY, FUZHOU CITY, FUJIAN PROVINCE, CHINA,",NA,NA,11/15/06,"tanko industrial center, minqing country, fuzhou city, fujian province, china,",fuzhou fuxin arts & crafts co ltd,fuzhou fuxin arts & crafts co ltd,fujian,fuzhou,minqing,NA,tanko,NA,NA,NA,fuzhou fuxin arts  crafts,fuxin,福州富鑫工艺品有限公司,潭口村,3.5e+11,T,
NAKNGA,2009,"NANJIANG KNITTING GARMENTS CO., LTD. (HUIAN)","NANJIANG KNITTING GARMENTS CO., LTD. (HUIAN)",NA,"Chengnan Exploit Zone, Huian Town, Quanzhou City, Fujian, China,",NA,NA,2008-07-06,"chengnan exploit zone, huian town, quanzhou city, fujian, china,","nanjiang knitting garments co., ltd. (huian)","nanjiang knitting garments co., ltd. (huian)",fujian,quanzhou,huian,NA,NA,huian,NA,NA,nanjiang knitting garments,nanjiang,惠安县南江针织时装有限公司,惠安县螺阳镇城南工业区迎宾路,3.51e+11,T,
QUACHU,2009,QUANZHOU YONG CHUN YANGXING CRAFTWORKS CO. LTD.,"YONGCHUN YANGXING HANDICRAFT ARTICLE CO., LTD. QUANZHOU",-,"BANGTOU INDUSTRIAL ZONE, TAOCHENG TOWN, YONGCHUN COUNTY, ,",NA,NA,11/16/06,"bangtou industrial zone, taocheng town, yongchun county, ,",quanzhou yong chun yangxing craftworks co. ltd.,"yongchun yangxing handicraft article co., ltd. quanzhou",fujian,quanzhou,yongchun,NA,bangtou,taocheng,NA,NA,quanzhou yong chun yangxing craftworks,yongchunyangxing,泉州市永春洋兴工艺品有限公司,榜德工业区,3.51e+11,T,
QUAGAN,2009,"QUANZHOU GANGSHENG GARMENTS CO., LTD","QUANZHOU GANGSHENG GARMENTS CO., LTD",NA,"QUN SHI VILLAGE, BEI FENG TOWN, FENG ZHE,QUANZHOU  CITY,FUJIAN, ,",NA,NA,4/28/07,"qun shi village, bei feng town, feng zhe,quanzhou  city,fujian, ,","quanzhou gangsheng garments co., ltd","quanzhou gangsheng garments co., ltd",fujian,quanzhou,NA,NA,NA,bei feng,qunshi,NA,quanzhou gangsheng garments,gangsheng,泉州罡晟服装有限公司,群石,3.51e+11,T,
QUJIBA,2009,"QUANZHOU JIANDAFA BAG CO., LTD.","QUANZHOU JIANDAFA BAG & SUITCASES PRODUCTS CO., LTD.",NA,"NO. 2, SECTION SAUANGYANG OVERSEAS, CHINESE ECONOMIC DEVELOPMENT ZONE, ,",NA,NA,2002-04-09,"no. 2, section sauangyang overseas, chinese economic development zone, ,","quanzhou jiandafa bag co., ltd.","quanzhou jiandafa bag & suitcases products co., ltd.",fujian,quanzhou,NA,2,NA,NA,NA,NA,quanzhou jiandafa bag,jiandafa,泉州建达发箱包制品有限公司,泉州市洛江区双阳经济开发区二号园区,3.51e+11,T,
ZHAELE,2009,ZHAN WANG ELECTRONIC CO. LTD,ZHAN WANG ELECTRONIC CO. LTD,NA,"FULIN VILLAGE, LONGWU TOWN, JINJIANG CITY, FUJIAN PROVINCE, ,",NA,NA,2/14/07,"fulin village, longwu town, jinjiang city, fujian province, ,",zhan wang electronic co. ltd,zhan wang electronic co. ltd,fujian,quanzhou,jinjiang,NA,NA,longwu,fulin,NA,zhan wang electronic,zhanwang,晋江市展望电子有限公司　,龙湖镇福林村委会,3.51e+11,T,
APPWOR,2009,"FOSHAN NANHAI APPAREL WORKS CO., LTD","FOSHAN NANHAI APPAREL WORKS CO., LTD",NA,"MEIZHEN INDUSTRIAL AREA, SHANGBEI, XIN ROAD, JIUJIANG,NANHAI, ,",NA,NA,8/29/05,"meizhen industrial area, shangbei, xin road, jiujiang,nanhai, ,","foshan nanhai apparel works co., ltd","foshan nanhai apparel works co., ltd",guangdong,foshan,nanhai,NA,meizhen,NA,NA,xin,foshan nanhai apparel works,nanhai,佛山市南海卓盛制衣有限公司,梅圳,"4.41e+11,4.41e+11,4.41e+11,4.41e+11,4.41e+11,4.41e+11,4.41e+11,4.41e+11,4.41e+11,4.41e+11,4.41e+11,4.41e+11,4.41e+11,4.41e+11,4.41e+11,4.41e+11,4.41e+11,4.41e+11,4.41e+11,4.41e+11,4.41e+11,4.41e+11,4.41e+11,4.41e+11,4.41e+11,4.41e+11,4.41e+11,4.41e+11,4.41e+11,4.41e+11,4.41e+11,4.41e+11,4.41e+11,4.41e+11,4.41e+11,4.41e+11,4.41e+11,4.41e+11,4.41e+11,4.41e+11,4.41e+11,4.41e+11",L,MM:
BAOIND,2009,"SHENZHEN BAOSANHE CERAMICS INDUSTRIAL CO., LTD","SHENZHEN BAOSANHE CERAMICS INDUSTRIAL CO., LTD",-,"KUKENG INDUSTRIAL AREA, GUANLAN ROAD, BAO AN DISTRICT, SHENZHEN CITY, GUANGDONG PROVINCE,",NA,NA,6/14/06,"kukeng industrial area, guanlan road, bao an district, shenzhen city, guangdong province,","shenzhen baosanhe ceramics industrial co., ltd","shenzhen baosanhe ceramics industrial co., ltd",guangdong,shenzhen,baoan,NA,kukeng,NA,NA,guanlan,shenzhen baosanhe ceramics,baosanhe,深圳市宝三和陶瓷有限公司,观澜,4.4e+11,T,
CGSCH1,2009,"CHENGUANG STAINLESS STEEL INDUSTRY CO., LTD (CHINA - H1)","CHENGUANG STAINLESS STEEL INDUSTRY CO., LTD (CHINA - H1)",-,"PENGLIN INDUSTRIAL ZONE, RONGDONG, JIEYANG CITY, GUANGDONG PROVINCE, ,",NA,NA,2001-11-02,"penglin industrial zone, rongdong, jieyang city, guangdong province, ,","chenguang stainless steel industry co., ltd (china - h1)","chenguang stainless steel industry co., ltd (china - h1)",guangdong,jieyang,NA,NA,penglin,NA,NA,NA,chenguang stainless steel,chenguang,揭阳市晨光不锈钢器皿实业有限公司,彭林工业区,4.45e+11,T,
CHACUN,2009,"CHAOZHOU XIN CHENG GARMENT CO.,LTD","CHAOZHOU XIN CHENG GARMENT CO.,LTD",NA,"XI JIAO ROAD, FU YANG TOWN, CHAO AN COUNTRY, ,",NA,NA,10/24/07,"xi jiao road, fu yang town, chao an country, ,","chaozhou xin cheng garment co.,ltd","chaozhou xin cheng garment co.,ltd",guangdong,chaozhou,chaoan,NA,NA,fu yang,NA,xijiao,chaozhou xin cheng garment,xincheng,潮州市欣成制衣有限公司,潮汕路旁,4.45e+11,L,
CHHUCE,2009,"CHAOZHOU HUADE CERAMICS MANUFACTURE CO., LTD.","CHAOZHOU HUADE CERAMICS MANUFACTURE CO., LTD.",-,"NORTH OF LIAN YUN IND. ZONE , IND. RD. CHAOZHOU CITY, GUANGDONG PROVINCE, ,",NA,NA,4/25/07,"north of lian yun ind. zone , ind. rd. chaozhou city, guangdong province, ,","chaozhou huade ceramics manufacture co., ltd.","chaozhou huade ceramics manufacture co., ltd.",guangdong,chaozhou,NA,NA,NA,NA,NA,NA,chaozhou huade ceramics manufacture,huade,潮州市华德陶瓷制作厂有限公司,凤新东北路北片莲云工业区,4.45e+11,T,
CHIDON,2009,CHINA DONGGUAN DONGLI PLASTIC PRODUCTS FACTORY,CHINA DONGGUAN DONGLI PLASTIC PRODUCTS FACTORY,-,"SHICHANG ROAD FINANCE AND ECONOMICS INDUSTRY PARK, SANGYUAN PRECINCT, DONGCHENG,",NA,NA,11/21/08,"shichang road finance and economics industry park, sangyuan precinct, dongcheng,",china dongguan dongli plastic products factory,china dongguan dongli plastic products factory,guangdong,dongguan,dongguan,NA,NA,NA,NA,shichang,dongguan dongli plastic,dongli,东莞东丽塑胶制品有限公司,桑园财经工业园,4.42e+11,T,
CHLEGO,2009,"CHENGTIAN LEATHER GOODS COL,LTD.",CHENGTIAN LEATHER GOODS CO. LTD.,-,"CHAOTIAN INDUSTRY AREA,SHILOU TOWN, PANYU DISTRICT, ,",NA,NA,12/31/08,"chaotian industry area,shilou town, panyu district, ,","chengtian leather goods col,ltd.",chengtian leather goods co. ltd.,guangdong,guangzhou,panyu,NA,NA,shilou,NA,NA,chengtian leather goods col,chengtian,广州市诚田皮具有限公司,嵩山路潮田工业区内,4.4e+11,T,
CHLICO,2009,"CHAOZHOU LISHENG CERAMICS CO.,LTD","CHAOZHOU LISHENG CERAMICS CO.,LTD",-,"TIEPU INDUSTRIAL ZONE,CHAOAN COUNTY, GUANGDONG,CHINA, ,",NA,NA,2008-02-07,"tiepu industrial zone,chaoan county, guangdong,china, ,","chaozhou lisheng ceramics co.,ltd","chaozhou lisheng ceramics co.,ltd",guangdong,chaozhou,chaoan,NA,tiepu,NA,NA,NA,chaozhou lisheng ceramics,lisheng,潮州市礼升陶瓷有限公司,北片工业区A1-2区,4.45e+11,T,
CHUACC,2009,"CHUANG WEI ACCESSORIES (SHENZHEN) CO., LTD.","CHUANG WEI ACCESSORIES (SHENZHEN) CO., LTD.",-,"NO. 26, NAN LING NORTH ROAD, NANLING VILLAGE, BUJI TOWN, LONGGANG DISTRICT, SHENZHEN CITY, DONGGUAN PROVINCE.",NA,NA,4/22/04,"no. 26, nan ling north road, nanling village, buji town, longgang district, shenzhen city, dongguan province.","chuang wei accessories (shenzhen) co., ltd.","chuang wei accessories (shenzhen) co., ltd.",guangdong,shenzhen,longgang,26,NA,buji,nanling,nanling,chuang wei,chuangwei,创威工艺制品(深圳)有限公司,南岭村南岭北路26号,4.4e+11,T,
CHUGMT,2009,"CHUANG SHENG KNITTING GMT (SHEN ZHEN) CO., LTD","CHUANG SHENG KNITTING GMT (SHEN ZHEN) CO., LTD",NA,"10 CAIZI NAN ROAD, SHANGMUGU VILLAGE PINGHU TOWN, LONGGANG DISTRICT, Shenzhen, China, , CHINA.",NA,NA,2/13/04,"10 caizi nan road, shangmugu village pinghu town, longgang district, shenzhen, china, , china.","chuang sheng knitting gmt (shen zhen) co., ltd","chuang sheng knitting gmt (shen zhen) co., ltd",guangdong,shenzhen,NA,10,NA,shangmugu village pinghu,shangmugu,caizinan,chuang sheng knitting gmt,chuangsheng,创盛针织时装（深圳）有限公司,上木古彩姿南路10号,4.4e+11,T,
CHYISH,2009,CHENGHAI YI SHENG ARTS FACTORY,"SHANTOU CHENGHAI YEESHENG ARTS & CRAFTS FACTORY CO., LTD.",-,"XIUCHUAN BLDG E, DONGHU RD, DISTRICT, CHENGHAI CITY, SHANTOU CITY, GUANGDONG PROVINCE,",NA,NA,6/17/08,"xiuchuan bldg e, donghu rd, district, chenghai city, shantou city, guangdong province,",chenghai yi sheng arts factory,"shantou chenghai yeesheng arts & crafts factory co., ltd.",guangdong,shantou,chenghai,NA,NA,NA,NA,donghu,chenghai yi sheng arts,yisheng,汕头市澄海区益盛工艺厂有限公司,东湖,4.41e+11,T,
CITYUE,2009,CITY YUE XING ENTERPRISES LTD NANHAI,CITY YUE XING ENTERPRISES LTD NANHAI,-,"9 Luopu Road, Jiujiang Town, Nanhai, , ,",NA,NA,2005-05-09,"9 luopu road, jiujiang town, nanhai, , ,",city yue xing enterprises ltd nanhai,city yue xing enterprises ltd nanhai,guangdong,foshan,nanhai,9,NA,jiujiang,NA,luopu,yue xing   nanhai,yuexing,佛山市南海区粤星实业有限公司,洛浦大道9号,4.41e+11,T,
DATMAL,2009,DATA MALL INDUSTRY (SHENZHEN) WORLDWIDE CORP.,DATA MALL INDUSTRY (SHENZHEN) WORLDWIDE CORP.,-,"NO.88,NAN-LIN ROAD,SHIN-ER VILLAGE, 3RD INDUSTRIAL PARK,SHA-JIANG TOWN, BAO-AN DISTRICT,",NA,NA,6/15/07,"no.88,nan-lin road,shin-er village, 3rd industrial park,sha-jiang town, bao-an district,",data mall industry (shenzhen) worldwide corp.,data mall industry (shenzhen) worldwide corp.,guangdong,shenzhen,NA,88,rd,jiang,er,lin,data mall   worldwide,datamallworldwide,帝达谋实业(深圳)有限公司,新二村南岭路88号,4.40E+11,T,
DAYTOY,2009,DAYI TOYS CO. LTD,DAYI TOYS CO. LTD,-,"ZHOU CHUN INDUSTRIAL ZONE, BAI NI TOWN, SANSHUI, ,",NA,NA,9/14/06,"zhou chun industrial zone, bai ni town, sanshui, ,",dayi toys co. ltd,dayi toys co. ltd,guangdong,foshan,sanshui,NA,zhouchun,bai ni,NA,NA,dayi toys,dayi,佛山市达亿玩具有限公司,白坭周村,4.41e+11,T,
DOCHGL,2009,DONGGUAN CHANG SHENG GLOVES APPAREL LTD,DONGGUAN CHANG SHENG GLOVES APPAREL LTD,-,"CHUANG YE INDUSTRIAL ZONE, XIN HE DISTRICT, WAN JIANG WARD, DONGGUAN CITY, GUANGDONG PROVINCE,",NA,NA,3/13/06,"chuang ye industrial zone, xin he district, wan jiang ward, dongguan city, guangdong province,",dongguan chang sheng gloves apparel ltd,dongguan chang sheng gloves apparel ltd,guangdong,dongguan,dongguan,NA,chuangye,NA,NA,NA,dongguan chang sheng gloves apparel,changsheng,东莞长盛手套服饰有限公司,新和创业工业园,4.42e+11,T,
DODOLE,2009,"DONGGUAN DONGSHENG LEATHER PRODUCTS CO.,","DONGGUAN DONGSHENG LEATHER PRODUCTS CO.,",-,"SHITANGBU, TANGXIA TOWN, , ,",NA,NA,6/25/09,"shitangbu, tangxia town, , ,","dongguan dongsheng leather products co.,","dongguan dongsheng leather products co.,",guangdong,dongguan,dongguan,NA,NA,tangxia,NA,NA,dongguan dongsheng leather,dongsheng,东莞东胜皮具制品有限公司,石潭埔,4.42e+11,T,
DOGFUQ,2009,DONG GUAN FU QUAN GARMENT CO. LTD,DONG GUAN FU QUAN GARMENT CO. LTD,东莞福泉制衣有限公司,"SHATIAN ENVIRONMENTAL INDUSTRIAL ESTATE, SHATIAN TOWN, ,",NA,NA,5/28/07,"shatian environmental industrial estate, shatian town, ,",dong guan fu quan garment co. ltd,dong guan fu quan garment co. ltd,guangdong,dongguan,NA,NA,shatianenvironmental,shatian,NA,NA,dong guan fu quan garment,fuquan,东莞福泉制衣有限公司,稔洲村丽海路,4.42e+11,L,
DOGUDE,2009,"DONG GUAN DEFU GARMENT CO., LTD. (CHINA - S1)","DONG GUAN DEFU GARMENT CO., LTD. (CHINA - S1)",東莞德福製衣有限公司,"QIAO LI MGMT AREA, CHANGPING TOWN, , ,",NA,NA,2010-04-01,"qiao li mgmt area, changping town, , ,","dong guan defu garment co., ltd. (china - s1)","dong guan defu garment co., ltd. (china - s1)",guangdong,dongguan,NA,NA,NA,changping,NA,NA,dong guan defu garment,defu,东莞德福制衣有限公司,桥沥桥头村,4.42E+11,T,
DOHUTO,2009,DONGGUAN HUAYUAN TOY COMPANY LTD.,DONGGUAN HUAYUAN TOY COMPANY LTD.,-,"CHU FA INDUSTRIAL EST, CHU KENG VILLAGE, DONG KENG TOWN, DONGGUAN CITY, GUANGDONG PROVINCE",NA,NA,7/15/03,"chu fa industrial est, chu keng village, dong keng town, dongguan city, guangdong province",dongguan huayuan toy company ltd.,dongguan huayuan toy company ltd.,guangdong,dongguan,dongguan,NA,chufa,dong keng,chukeng,NA,dongguan huayuan toy,huayuan,东莞华源玩具有限公司,初坑凤凰路113号,4.42e+11,T,
DONGUO,2009,"DONGGUAN GUOYING CLOTHING CO., LTD.","DONGGUAN GUOYING CLOTHING CO., LTD.",NA,"BLOCK G, XIA QIAO INDUSTRIAL ZONE, DONGGUAN CITY, GUANGDONG PROVINCE, CHINA, ,",NA,NA,2002-09-09,"block g, xia qiao industrial zone, dongguan city, guangdong province, china, ,","dongguan guoying clothing co., ltd.","dongguan guoying clothing co., ltd.",guangdong,dongguan,dongguan,NA,xiaqiao,NA,NA,NA,dongguan guoying clothing,guoying,东莞国颖制衣有限公司,下桥工业园G房,4.42e+11,T,
DONHAI,2009,"DONGGUAN HAI XING apparel CO., LTD.","DONGGUAN HAI XING apparel CO., LTD.",NA,"XINAN INDUSTRIAL, WUSHA VILLAGE, CHANGAN TOWN, DONG GUAN 523860, CHINA",NA,NA,4/27/07,"xinan industrial, wusha village, changan town, dong guan 523860, china","dongguan hai xing apparel co., ltd.","dongguan hai xing apparel co., ltd.",guangdong,dongguan,dongguan,523860,xinan,changan,wusha,NA,dongguan hai xing apparel,haixing,东莞海星服装有限公司,新安工业园,4.42e+11,T,
DONJUN,2009,"DONGGUAN JUNGUAN ARTS & CRAFTS CO., LTD.","DONGGUAN JUNGUAN ARTS & CRAFTS CO., LTD.",-,"JIANGCHEUNG INDUSTRIAL AREA, GAOBU, , ,",NA,NA,3/28/05,"jiangcheung industrial area, gaobu, , ,","dongguan junguan arts & crafts co., ltd.","dongguan junguan arts & crafts co., ltd.",guangdong,dongguan,dongguan,NA,jiangcheung,NA,NA,NA,dongguan junguan arts  crafts,junguan,东莞君冠工艺品有限公司,江城大道西,4.42e+11,T,
DONPAP,2009,DONGGUAN YIZHIGAO PAPER LTD.,DONGGUAN YIZHIGAO PAPER LTD.,NA,"WENTANG INDUSTRUAL PARK, LONGHUA ROAD, ZHOUWU, DONGGUAN DONGCHENG,",NA,NA,2/25/04,"wentang industrual park, longhua road, zhouwu, dongguan dongcheng,",dongguan yizhigao paper ltd.,dongguan yizhigao paper ltd.,guangdong,dongguan,dongguan,NA,NA,NA,NA,longhua,dongguan yizhigao paper,yizhigao,东莞意志高纸品有限公司,高田坊,4.42e+11,L,
DONSHO,2009,"DONGGUAN JU SHENG SHOES CO.,LTD",NA,NA,NA,NA,NA,NA,NA,"dongguan ju sheng shoes co.,ltd",NA,guangdong,dongguan,dongguan,NA,NA,NA,NA,NA,dongguan ju sheng shoes,jusheng,东莞钜盛鞋业有限公司,陈家埔祥富路,4.42e+11,L,
DONXUG,2009,"DONG GUAN XUGUAN LEATHER PRODUCTS CO., LIMITED",NA,NA,NA,NA,NA,NA,NA,"dong guan xuguan leather products co., limited",NA,guangdong,dongguan,NA,NA,NA,NA,NA,NA,dong guan xuguan leather,xuguan,东莞旭冠皮具有限公司,周屋管理区,4.42e+11,L,
DOQIME,2009,"DONGGUAN QINZHU METAL PLASTIC&PRODUCTS CO.,LTD","DONGGUAN QINZHU METAL PLASTIC&PRODUCTS CO.,LTD",-,"TAI LEE AREA, QINXI TOWN, ,",NA,NA,2003-10-05,"tai lee area, qinxi town, ,","dongguan qinzhu metal plastic&products co.,ltd","dongguan qinzhu metal plastic&products co.,ltd",guangdong,dongguan,dongguan,NA,NA,qinxi,NA,NA,dongguan qinzhu metal plastic,qinzhu,东莞勤筑五金塑胶制品有限公司,大利第一工业区,4.42e+11,T,
DOYAFU,2009,"DONGGUAN YAOZHEN FURNITURE CO.,LTD","DONGGUAN YAOZHEN FURNITURE CO.,LTD",-,"XIFANG INDUSTRY AREA.BEIZHA ZONE, HUMEN TOWN,DONGGUAN CITY, GUANGDONG, CHINA",NA,NA,2004-09-09,"xifang industry area.beizha zone, humen town,dongguan city, guangdong, china","dongguan yaozhen furniture co.,ltd","dongguan yaozhen furniture co.,ltd",guangdong,dongguan,dongguan,NA,NA,humen,NA,NA,dongguan yaozhen furniture,yaozhen,东莞市耀震五金家具有限公司,北栅西坊路西坊厂房,4.42e+11,T,
FOSCER,2009,"FOSHAN JIAJUN CERAMICS CO.,LTD.",NA,NA,NA,NA,NA,NA,NA,"foshan jiajun ceramics co.,ltd.",NA,guangdong,foshan,NA,NA,NA,NA,NA,NA,foshan jiajun ceramics,jiajun,佛山市嘉俊陶瓷有限公司,五星村委会,4.41e+11,L,
FOSJIA,2009,FOSHAN CITY SHUNDE DISTRICT JIAHUA CLOTHING FACTORY LIMITED,FOSHAN CITY SHUNDE DISTRICT JIAHUA CLOTHING FACTORY LIMITED,NA,"NO.68,JUNLAN ROAD,JUNAN TOWN,SHUNDE DISTRICT, , ,",NA,NA,2012-04-07,"no.68,junlan road,junan town,shunde district, , ,",foshan city shunde district jiahua clothing factory limited,foshan city shunde district jiahua clothing factory limited,guangdong,foshan,shunde,68,NA,junan,NA,junlan,foshan  shunde district jiahua clothing,shundedistrictjiahua,佛山市顺德区嘉华制衣厂有限公司,天连均榄路68号,4.41e+11,T,
GAOBUI,2009,DONGGUAN GAO BU GAO WEN UNION MANUFACTURER (CHINA - 1),DONGGUAN GAO BU GAO WEN UNION MANUFACTURER (CHINA - 1),-,"NO. 16 OF ZHENXING SOUTH ROAD, GAOBU TOWN, , ,",NA,NA,5/21/01,"no. 16 of zhenxing south road, gaobu town, , ,",dongguan gao bu gao wen union manufacturer (china - 1),dongguan gao bu gao wen union manufacturer (china - 1),guangdong,dongguan,dongguan,16,NA,gaobu,NA,zhenxing,dongguan gao bu gao wen union manufacturer,gaobugaowenunion,东莞高埗高文联台制造厂,振兴南路16号,4.42E+11,T,
GUAAMI,2009,"GUANGZHOU CHER AMI FASHION, CO, LTD.","GUANGZHOU CHER AMI FASHION, CO, LTD.",NA,"202 SHIYU ROAD, TAISHI VILLAGE, DONGYONG TOWN, ,",NA,NA,7/16/08,"202 shiyu road, taishi village, dongyong town, ,","guangzhou cher ami fashion, co, ltd.","guangzhou cher ami fashion, co, ltd.",guangdong,guangzhou,NA,202,NA,dongyong,taishi,shiyu,guangzhou cher ami fashion,cherami,广州真皓玛时装有限公司,市鱼路202号,4.40E+11,T,http://cher-ami.com/
GUADED,2009,"GUANGZHOU DEDALI LEATHER CO., LTD","GUANGZHOU DEDALI LEATHER CO., LTD",NA,"SHILING TOWN,HUADU DISTRICT, GUANGZHOU CITY, CHINA,",NA,NA,1/13/09,"shiling town,huadu district, guangzhou city, china,","guangzhou dedali leather co., ltd","guangzhou dedali leather co., ltd",guangdong,guangzhou,huadu,NA,NA,shiling,NA,NA,guangzhou dedali leather,dedali,广州市德大利制皮有限公司,山前旅游大道狮岭段,4.4e+11,T,
GUADOW,2009,"GUANGZHOU WENHUA DOWN AND FEATHER PRODUCTS CO., LTD.","GUANGZHOU WENHUA DOWN AND FEATHER PRODUCTS CO., LTD.",NA,"103 SHIYU ROAD, DONGCHONG TOWN, PANYU REGION, GUANGZHOU CITY, GUANGDONG PROVINCE, CHINA,",NA,NA,2002-09-09,"103 shiyu road, dongchong town, panyu region, guangzhou city, guangdong province, china,","guangzhou wenhua down and feather products co., ltd.","guangzhou wenhua down and feather products co., ltd.",guangdong,guangzhou,panyu,103,NA,dongchong,NA,shiyu,guangzhou wenhua down and feather,wenhuadown,广州文华羽绒制品有限公司,鱼窝头村市鱼路103号,4.4e+11,T,
GUAGOL,2009,"GUANGZHOU PANYU GOLDEN FOUNTAIN IND., LTD.","GUANGZHOU PANYU GOLDEN FOUNTAIN IND., LTD.",NA,"67 SHI XIN ROAD SOUTH, NAN VILLAGE PANYU, ,",NA,NA,3/30/06,"67 shi xin road south, nan village panyu, ,","guangzhou panyu golden fountain ind., ltd.","guangzhou panyu golden fountain ind., ltd.",guangdong,guangzhou,panyu,67,NA,NA,nan,shixin,guangzhou panyu golden fountain,goldenfountain,广州市番禺金源时装有限公司,市新路67号,4.4e+11,T,
GUAKAP,2009,GUANGZHOU KAPOK GUITAR CO. LTD.,GUANGZHOU KAPOK GUITAR CO. LTD.,-,"NO. 2440 EAST XINGANG ROAD, HAIZHU, ,",NA,NA,5/22/09,"no. 2440 east xingang road, haizhu, ,",guangzhou kapok guitar co. ltd.,guangzhou kapok guitar co. ltd.,guangdong,guangzhou,haizhu,2440,NA,NA,NA,xingang,guangzhou kapok guitar,kapok,广州红棉吉它有限公司,新港东路2440号,4.4e+11,T,
GUAKID,2009,GUANGZHOU ART KIDS TOYS FACTORY LTD.,GUANGZHOU ARTKIDS TOYS FACTORY LTD,-,"NO.1 TAIHE NAN ROAD, BAIYUN DISTRICT, GUANGZHOU CITY, GUANGDONG PROVINCE, ,",NA,NA,7/20/09,"no.1 taihe nan road, baiyun district, guangzhou city, guangdong province, ,",guangzhou art kids toys factory ltd.,guangzhou artkids toys factory ltd,guangdong,guangzhou,baiyun,1,NA,NA,NA,taihenan,guangzhou art kids toys,kids,广州童趣乐玩具厂有限公司,太和南路1号,4.4e+11,T,
GUAKUA,2009,GUANGZHOU KUAINENGDA STATIONERY CO. LTD.,GUANGZHOU KUAINENGDA STATIONERY CO. LTD.,-,"NO.22,FENG HUANG LU 4,JIUFO IND.DISTRICT, LUOGANG, ,",NA,NA,2002-03-09,"no.22,feng huang lu 4,jiufo ind.district, luogang, ,",guangzhou kuainengda stationery co. ltd.,guangzhou kuainengda stationery co. ltd.,guangdong,guangzhou,NA,22,NA,NA,NA,NA,guangzhou kuainengda stationery,kuainengda,广州市快能达文具实业有限公司,九佛镇工业园凤凰4路2号,4.4e+11,T,
GUAWIS,2009,"GUANGZHOU TOP WISDOM  COSTUME CO., LTD","GUANGZHOU TOP WISDOM  COSTUME CO., LTD",NA,"NO.17 OF CHANG SHA ROAD, SHA CHONG VILLAGE, SHI JI TOWN, PAN YU DISTRICT,",NA,NA,2005-04-08,"no.17 of chang sha road, sha chong village, shi ji town, pan yu district,","guangzhou top wisdom  costume co., ltd","guangzhou top wisdom  costume co., ltd",guangdong,guangzhou,panyu,17,NA,shi ji,shachong,changsha,guangzhou top wisdom  costume,topwisdom,广州市智峰服装有限公司,长沙路17号,4.4e+11,T,
